periodo,inflacion
Ene.1983,7.63943400000001
Feb.1983,7.75483700000001
Mar.1983,9.93338500000007
Abr.1983,7.80384699999987
May.1983,5.33427600000013
Jun.1983,7.78881199999997
Jul.1983,8.17459499999996
Ago.1983,8.80353200000005
Sep.1983,6.83305900000027
Oct.1983,4.86284900000006
Nov.1983,4.63402699999988
Dic.1983,4.52622699999963
Ene.1984,7.30319199999979
Feb.1984,8.31679500000053
Mar.1984,6.94729699999967
Abr.1984,5.59979000000043
May.1984,6.1451769999998
Jun.1984,5.97107500000015
Jul.1984,4.58499899999983
Ago.1984,7.71922400000001
Sep.1984,4.77691799999969
Oct.1984,5.55357500000044
Nov.1984,7.00514899999993
Dic.1984,7.42391899999974
Ene.1985,13.9303110000001
Feb.1985,9.48727600000006
Mar.1985,8.14603899999978
Abr.1985,12.2050870000001
May.1985,10.9042350000001
Jun.1985,11.7893189999999
Jul.1985,10.3384330000001
Ago.1985,10.801077
Sep.1985,3.52659799999995
Oct.1985,2.97977099999997
Nov.1985,2.717437
Dic.1985,2.792323
Ene.1986,5.15332900000005
Feb.1986,4.220497
Mar.1986,5.25640699999999
Abr.1986,4.05967700000004
May.1986,3.34558699999996
Jun.1986,3.55709399999999
Jul.1986,4.59158400000001
Ago.1986,3.966679
Sep.1986,3.56838500000001
Oct.1986,3.96126600000001
Nov.1986,3.55882899999997
Dic.1986,4.58301799999969
Ene.1987,6.56982200000029
Feb.1987,5.58920299999987
Mar.1987,5.33521100000044
Abr.1987,6.59146400000006
May.1987,5.90768799999955
Jun.1987,4.6856579999999
Jul.1987,7.31099300000026
Ago.1987,7.36492799999996
Sep.1987,6.47144399999997
Oct.1987,6.36940400000034
Nov.1987,7.13171799999984
Dic.1987,9.55025599999966
Ene.1988,12.7730290000001
Feb.1988,11.8301110000003
Mar.1988,22.5995449999997
Abr.1988,17.91587
May.1988,8.51307900000008
Jun.1988,8.81295199999999
Jul.1988,30.9041440000001
Ago.1988,21.7060249999999
Sep.1988,114.119936
Oct.1988,40.6012699999999
Nov.1988,24.405941
Dic.1988,41.8678830000002
Ene.1989,47.3240967805554
Feb.1989,42.4918672820311
Mar.1989,41.9918803671828
Abr.1989,48.6352519360503
May.1989,28.6123854692883
Jun.1989,23.0512733768167
Jul.1989,24.5813860470385
Ago.1989,25.0631359472634
Sep.1989,26.8600411649774
Oct.1989,23.2511038283384
Nov.1989,25.8399516514184
Dic.1989,33.7519834411318
Ene.1990,29.8475872523971
Feb.1990,30.5299193619525
Mar.1990,32.6467085702272
Abr.1990,37.2985783603751
May.1990,32.7888107198576
Jun.1990,42.5839107168371
Jul.1990,63.2324510782063
Ago.1990,396.983300661002
Sep.1990,13.7703631558657
Oct.1990,9.61531553519477
Nov.1990,5.93104043095762
Dic.1990,23.728978149534
Ene.1991,17.8303183904422
Feb.1991,9.42215039557921
Mar.1991,7.70014006069563
Abr.1991,5.84001101901627
May.1991,7.63884569796622
Jun.1991,9.26002556656567
Jul.1991,9.05701090853562
Ago.1991,7.24000146253827
Sep.1991,5.56013464938576
Oct.1991,3.95196151045434
Nov.1991,3.96002510206594
Dic.1991,3.7396353498394
Ene.1992,3.54002853231395
Feb.1992,4.7400681071198
Mar.1992,7.4437266033177
Abr.1992,3.17296987647826
May.1992,3.43782237284888
Jun.1992,3.58688082830486
Jul.1992,3.47712348842514
Ago.1992,2.82643354904487
Sep.1992,2.61974395182081
Oct.1992,3.63819738212015
Nov.1992,3.54000959300443
Dic.1992,3.84907733823542
Ene.1993,4.84589225398449
Feb.1993,2.93362832451449
Mar.1993,4.23644450571025
Abr.1993,4.42712271285083
May.1993,3.03276240035284
Jun.1993,1.81702860872113
Jul.1993,2.73918722922906
Ago.1993,2.53385970641619
Sep.1993,1.62080274674091
